identifier,title,creator,date,year,language,description,publisher,source,collected_date
bib_fict_8657973,"De Joanna Papissa, sive Famosæ Quæstionis, An fœmina ulla inter Leonem IV, & Benedictum III, Romanos Pontifices, media sederit, A’ NA´ KPIΣΙΣ. Auctore Davide Blondello [...]","Blondel, David ; de Courcelles, Étienne (trans.)",1657-01-01T00:00:00Z,1657,Latin,"Full title: De Joanna Papissa, sive Famosæ Quæstionis, An fœmina ulla inter Leonem IV, & Benedictum III, Romanos Pontifices, media sederit, A’ NA´ KPIΣΙΣ. Auctore Davide Blondello, Catalaunensi, Historiæ Ecclesiasticæ in Illustri Schola Amstelædamensi nuper Professore. 8vo. pp. [104], 140, [30]. Signatures: */a8, b-f8, A-L8. Bound in 19th-century straight-grain morocco, richly gilt. With large folding table. First edition in Latin of Blondel’s demolition of the legendary female papacy of Joan (or Joannes Anglicus), in 855-57 (or later, in some accounts), first raised as a true episode by the chronicler Jean de Mably in the mid-thirteenth century, and held dear as a mark of Romanist folly by anti-Catholic controversialists during the late middle ages and Renaissance. Its mythical status was asserted by Pope Clement VIII in 1601, but Blondel’s analysis of 1647 (in French, here rendered into standard Latin by Étienne de Courcelles, with a long apologetic preface), ‘effectively demolished’ the tradition, or as Edward Gibbon put it, ‘annihilated’ Pope Joan herself – indicating, incidentally, that Blondel (d. 1655) did not restrict his exposure of forgeries to those discreditable to the Roman Church. See A. Cioranescu, Bibliographie de la littérature française du dix-septième siècle. Paris, 1965, vol. I, 12491.",Amsterdam : Typis Joannis Blaeu,Internet Archive,2025-11-19T09:08:42.457626
bib_fict_7276333,Leonis Allatii De Patria Homeri,"Allatius, Leo [Allacci, Leone] ; Proclus ; Baian, André (trans.)",1640-01-01T00:00:00Z,1640,Latin,"8vo. pp. 31 [i.e. 39]; pp. 295; f. [1], pp. 71, (5), [1] (blank). Contemporary sheep with gilt title on spine and gilt initials ‘A M’ in spine compartments. Engraved vignette of Homer and the Sphinx on title page, with a smaller rendering of the same on p. 11 of the first section. Ownership inscription of Abraham Girard, dated 1668, on title page. Rare first edition of this patriotic, yet intensely learned effort by Allatios (ca. 1586-1669), a native of Chios, to prove that the birthplace of Homer was, in fact, Chios. As the librarian of Cardinal Barberini, Allatios had unparalleled access to manuscripts in Roman libraries and beyond, including those of the Bibliothèque Royale in Paris which supplied the two main accounts used in his treatise; unfortunately along the way Allatios takes such spurious works as the accounts of the ‘Trojans’ Dictys and Dares at face value. The preliminary matter includes a dedication to Francesco Barberini and the author’s foreword, thanking his friend Jean Bourdelot for copies of the two manuscript lives of Homer from Paris: one by Proclus, and the other anonymous; both are presented in Greek and Latin on facing pages. The second section contains Allatios’ own extrapolations, research and hypotheses; and the last section is a lengthy poem on the subject of Homer’s birthplace composed in Greek by Allacci and kindly translated into Latin by a Goan-born philologist, André Baian. Allatius was vigorously involved in Classical debates and had just published, in 1637, “his own set of controversial ancient texts, the purported writings of Socrates, Antisthenes, and other Socratic philosophers – essays that flew in the face of Plato’s contention that Socrates had never written anything” (I. Rowland, The Scarith of Scornello: A Tale of Renaissance Forgery, Chicago, 2004, pp. 73-74). See also J.E. Sandys, A History of Classical Scholarship. Cambridge, 1903, p. 356; a recent study of Allatios is K. Hartnup, 'On the Beliefs of the Greeks': Leo Allatios and Popular Orthodoxy. Leiden, 2004.",Lyon : Sumptibus Laurentii Durand,Internet Archive,2025-11-19T09:08:42.457634
McGillLibrary-osl_poemata-novis-scholiis-illustrata_V497p1583-21693,"Poemata : Novis scholiis illustrata, quae Henr. Steph ... dedit ..",Virgil,1583-01-01T00:00:00Z,1583,Latin,"[14] 419, 77 pages",[Geneva],Internet Archive,2025-11-19T09:08:42.457662
McGillLibrary-osl_campus-elysius-gallilae-amoenitate-refertus_WZ240C449c1533_1353820876-21654,Campus Elysius Galliae amoenitate refertus,"Champier, Symphorien, 1472?-approximately 1535, author",1533-01-01T00:00:00Z,1533,Latin,3 parts in 1 ; 18 cm (8vo).,Lugduni : In aedibus Melchioris et Gasparis Trechsel fratrum.,Internet Archive,2025-11-19T09:08:42.457682
bib_fict_6722377,"Paraeneticorum veterum Pars I.nd. In qua producuntur Scriptores VIII. S. Valerianus Cimelensis, S. Columbanus Abbas, Dinamius Grammaticus, S. Basilius Episcopus, Anneus Boetius, Tyrol Rex Scotorum, Winsbekius Eq. Germanus, Winsbekia, nobilis Germana [...]","Goldast, Melchior ; Rittershausen, Konrad",1604-01-01T00:00:00Z,1604,Latin,"Full title: Paraeneticorum veterum Pars I.nd. In qua producuntur Scriptores VIII. S. Valerianus Cimelensis, S. Columbanus Abbas, Dinamius Grammaticus, S. Basilius Episcopus, Anneus Boetius, Tyrol Rex Scotorum, Winsbekius Eq. Germanus, Winsbekia, nobilis Germana. Cum Notis Melchioris Haiminsfeldii Goldasti, ex bibliotheca & sumtibus Bartholemæi Schobingeri JC. Adjectæ Cunradi Rittershusii JC. Conjecturæ in Panegyricos veteres . 4to. pp. 490, [46]. Signatures: A-Z⁴ a-z⁴ 2A-2N⁴ 2O⁶(-O6) 2P-2X⁴. Polished calf. Illustrated at head of each of the three Middle High German poems. A ‘dual’ presentation copy, inscribed by Goldast first to Isaac Casaubon (scribbled over), then to Friedrich Taubmann (1565-1613, neo-Latin poet, philologist, and wit), and heavily annotated by the latter. Manuscript annotations throughout in two hands. In manuscript on title page: ""A.b.1760. NCS[?]"" and ""G.A. Gumlich, 1857."" In Latin and Middle High German; commentary in German. First edition of Melchior Goldast’s earliest substantial scholarly work; see in extenso A. Baade, Melchior Goldast von Haiminsfeld: collector, commentator, and editor. New York, 1992. Among other texts found in hitherto unstudied medieval manuscripts in the monastery of St Gall, and in private holdings in Germany and Switzerland, Goldast transcribed, with commentary, large portions of three Middle High German didactic poems known only from the early fourteenth-century Codex Manesse: ‘König Tyro von Schotten’ (of which no Scottish equivalent is known) and the German tales of Winsbeke’ and ‘Winsbekin,’ thus in effect initiating modern studies of medieval vernacular literature in Germanic-speaking Europe. But his subsequent forgeries of ancient texts in the Alamannicarum rerum scriptores (see Bib# 4102861/Fr# 338 in this collection) and elsewhere, and his invention of a libellous slur on Justus Lipsius, cast in some doubt the veracity of the declarations and transcripts here. See The National union catalog, pre-1956 imprints: a cumulative author list representing Library of Congress printed cards and titles reported by other American libraries. London, 1968-1981, vol. 204, 343; J.G.T. Grässe, Trésor de livres rares et précieux. Dresden, B. Kuntze, 1859-1869, vol. 3, p. 107.",Lindau (Bodensee) : Ex officina typographica Ioannis Ludovici Brem,Internet Archive,2025-11-19T09:08:42.457702
bib_fict_4386890,Isaaci Vossii Observationum ad Pomp. Melam appendix. Accedit ejusdem ad Tertias P. Simonii Objectiones Responsio. Subjungitur Pauli Colomesii ad Henricum Justellum Epistola,"Vossius, Isaac",1686-01-01T00:00:00Z,1686,Latin,"4to. pp. [1], 136, [4] (3 last blank). Signatures: [A]2 B-S4. Vellum boards. Leather lettering panel with gilded title. Marginalia on p. 1. Engraved initial. Bound with two other works. From the Fagel Collection. The present work is an appendix to Observationum ad Pomp[onium] Melam by Isaac Vossius (1618-1689), the Dutch manuscript collector and scholar-librarian to the queen of Sweden. The first section is a critique of Jacobus Gronovius' annotations of an edition of Pompeius Mela. Paul Colomiès' letter is in French. The work includes at pp. 58-72 a sniffy reply to the dissertation of Humphrey Hody (1659-1707), who for the first time systemically demolished the forged and widely reproduced Letter to Philocrates on the Septuagint by pseudo-Aristeas. See ESTC, R24581; D. Wing (ed.), Short-title Catalogue of Books Printed in England, Scotland, Ireland, Wales, and British America, and of English Books Printed in Other Countries, 1641–1700. 4 vols. New York, 1982-98 (2nd ed.), V704; E. Havens, “Babelic Confusion. Literary Forgery and the Bibliotheca Fictiva,” in W. Stephens & E. Havens (eds.), Literary forgery in early modern Europe, 1450-1800, Baltimore, 2018, pp. 42-44.","London: Prostant apud Robertum Scott, Bibliopolam",Internet Archive,2025-11-19T09:08:42.457714
bib_fict_418910,"Διονυσίου Λογγίνου Περὶ ὕψους, καὶ τὰλλα εὑρισκόμενα. Dionysii Longini De sublimitate commentarius, Ceteraque, quæ reperiri potuere [...]","Longinus (attr.) ; Tollius, Jacobus (ed.) ; Robortello, Francesco (ed.) ; Portus, Franciscus (ed.) ; de Petra, Gabriel (ed.) ; Langbaine, Gerard (ed.) ; Dacier, André (ed.)",1694-01-01T00:00:00Z,1694,Latin,"Full title: Διονυσίου Λογγίνου Περὶ ὕψους, καὶ τὰλλα εὑρισκόμενα. Dionysii Longini De sublimitate commentarius, Ceteraque, quæ reperiri potuere. In usum serenissimi Principis Electoralis Brandenburgici Jacobus Tollius E quinque Codicibus MSS. emendavit, & Fr. Robortelli, Fr. Porti, Gabrielis de Petra, Ger. Langbænii, & Tanaquilli Fabri, notis integris suas subjecit, novamque versionum suam Latinam, & Gallicam Boilavii, cum ejusdem, ac Dacierii, suisque notis Gallicis addidit. 4to. pp. [26], 408, [12]. Signatures: *⁴( -*1) 2*-3*⁴ 4*² A-3F⁴ 3G². Printer's device on title page. Includes ornaments and initials. Text in Latin and Greek, followed by French translation from the Greek of ‘De Sublimitate:’ ""Traité du sublime, ou, Du merveilleux dans le discours. Traduit du grec de Longin par Monsieur Despreaux."" Attributed to Longinus, the name assigned to the anonymous first-century author of the treatise. Formerly incorrectly attributed to Dionysius Cassius Longinus, ca. 213-273. See also D. Wing (ed.), Short-title Catalogue of Books Printed in England, Scotland, Ireland, Wales, and British America, and of English Books Printed in Other Countries, 1641-1700. 4 vols. New York, 1982-1998 (2nd ed.), V 704; Brunet, J.-C. Brunet, Manuel du Libraire et de l'amateur de livres. Paris, 1862, III, col. 1151; J.G.T. Grässe, Trésor de livres rares et précieux. Dresden, 1859-1869, IV, pp. 252.","Utrecht : Ex Officinâ Francisci Halma, Academiæ Typographi",Internet Archive,2025-11-19T09:08:42.457724
bib_fict_4102842,"Ioannis Ludovici Guezii Balzacii Carminum, Libri tres. Eiusdem epistolæ selectæ. Editore Ægidio Menagio","Guez de Balzac, Jean-Louis, seigneur ; Ménage, Gilles (ed.) ; Chauveau, François (engr.) ; Regnesson, Nicolas (engr.) ; Picart, Jean (engr.)",1650-01-01T00:00:00Z,1650,Latin,"4to. f. [1] (blank), pp. [16], 475 [i.e. 479; p. 27 misnumbered 72; pp. 437-440 repeated in numbering; pp. 441 ff. called 437 ff.], [11], f. [1] (blank). Signatures: ã⁴ ẽ⁴ A-3P⁴ χ1. Vellum. Manuscript spine title, remnants of later label onfront board, some manuscript annotations and corrections. Historiated and engraved initials, head- and tailpieces. With an added, engraved title page (ã1); signed ""F. Chauveau in."", ""N. Regnesson Sculp."" Engraved vignette on title page, signed ""Ioan. Picart fe."" The ‘Indignatio in poetas Neronianorum temporum’ (first printed here at pp. 194-197), although an obvious imitation, was later treated as the work of the Roman satirist Turnus, and W. Speyer (Die literarische Fälschung im heidnischen und christlichen Altertum: ein Versuch ihrer Deutung. Munich, 1971, p. 320) among others regards Guez de Balzac as its forger. J.-M. Quérard, Les supercheries littéraires dévoilées; seconde édition, considérablement augmentée, publiée par MM. Gustave Brunet et Pierre Jannet. Paris, 1870, III, col. 865, gives a good account; see also O. Delepierre, Supercheries littéraires, London, 1872, pp. 51-56. Click here to view the Johns Hopkins University catalog record.",Paris : Sumptibus Augustini Courbé,Internet Archive,2025-11-19T09:08:42.457759
bib_fict_4102893_2,"La satyre de Petrone. Traduite en francois avec le texte latin, suivant le nouveau manuscrit, trouvé à Bellegrade en 1688. Ouvrage complet. Contenant les galanteries et les Débauches de l'Empereur Néron, & de ses Favoris [...] Tome second","Petronius Arbiter, Titus ; [Nodot, François]",1694-01-01T00:00:00Z,1694,Latin,"Full title: La satyre de Petrone. Traduite en francois avec le texte latin, suivant le nouveau manuscrit, trouvé à Bellegrade en 1688. Ouvrage complet. Contenant les galanteries et les Débauches de l'Empereur Néron, & de ses Favoris: avec des remarques curieuses Et une Table des Principales Matiéres; Enrichi de Figures en Taille Douce. Tome second. Second of 2 volumes in 12mo. ff. [2] (blank), pp. [8], 549, [1] (blank), ff. [6] (plates), [2] (blank). Calf boards with gilt filet on front edge, gilded spine on 5 bars, red and black lettering panels, red edges. Latin and French on opposite pages. ""Chez Pierre Marteau"" was not an existing publishing house, but a name borrowed by various booksellers in Europe. Printer's device on title page. Engraved frontispiece for each volume, and full-page engraved plates with a caption for each chapter title. Head- and tailpieces. The first text for a French market, incorporating the connective fragments said to have been found at Belgrade in 1688, but in fact forged – that is, probably composed or appropriated from a rhetorical exercise of an amateur classicist (see W. Stolz, Petrons Satyricon und François Nodot: ein Beitrag zur Geschichte literarischer Fälschungen. Mainz, 1987; Bib# 4102895/Fr# 374 in this collection) – by the military novelist François Nodot. Nodot published the work as a manuscript ‘discovery’ made by him in war-torn Dalmatia, together with his letter to François Charpentier, president of the Académie Française, announcing the discovery (11 October 1690), and Charpentier’s reply (9 November), welcoming it. See S. Gaselee, ‘Bibliography of Petronius’ in: Transactions of the Bibliographical Society, 10 (1909), pp. 141-233, number 89 (‘All these translations with Cologne imprint were probably printed in France’); W. Stolz, 10. Click here to view the Johns Hopkins University catalog record.",Cologne [i.e. Paris?] : Chez Pierre Marteau,Internet Archive,2025-11-19T09:08:42.457769
bib_fict_4102893_1,"La satyre de Petrone. Traduite en francois avec le texte latin, suivant le nouveau manuscrit, trouvé à Bellegrade en 1688. Ouvrage complet. Contenant les galanteries et les Débauches de l'Empereur Néron, & de ses Favoris [...] Tome premier","Petronius Arbiter, Titus ; [Nodot, François]",1694-01-01T00:00:00Z,1694,Latin,"Full title: La satyre de Petrone. Traduite en francois avec le texte latin, suivant le nouveau manuscrit, trouvé à Bellegrade en 1688. Ouvrage complet. Contenant les galanteries et les Débauches de l'Empereur Néron, & de ses Favoris: avec des remarques curieuses Et une Table des Principales Matiéres; Enrichi de Figures en Taille Douce. Tome premier. First of 2 volumes in 12mo. ff. [2] (blank), pp. [60], 475, [1] (blank), ff. [3] (plates), [1] (blank). Calf boards with gilt filet on front edge, gilded spine on 5 bars, red and black lettering panels, red edges. Latin and French on opposite pages. ""Chez Pierre Marteau"" was not an existing publishing house, but a name borrowed by various booksellers in Europe. Printer's device on title page. Engraved frontispiece for each volume, and full-page engraved plates with a caption for each chapter title. Head- and tailpieces. This volume includes ""La vie de Pétrone."" The first text for a French market, incorporating the connective fragments said to have been found at Belgrade in 1688, but in fact forged – that is, probably composed or appropriated from a rhetorical exercise of an amateur classicist (see W. Stolz, Petrons Satyricon und François Nodot: ein Beitrag zur Geschichte literarischer Fälschungen. Mainz, 1987; Bib# 4102895/Fr# 374 in this collection) – by the military novelist François Nodot. Nodot published the work as a manuscript ‘discovery’ made by him in war-torn Dalmatia, together with his letter to François Charpentier, president of the Académie Française, announcing the discovery (11 October 1690), and Charpentier’s reply (9 November), welcoming it. See S. Gaselee, ‘Bibliography of Petronius’ in: Transactions of the Bibliographical Society, 10 (1909), pp. 141-233, number 89 (‘All these translations with Cologne imprint were probably printed in France’); W. Stolz, 10. Click here to view the Johns Hopkins University catalog record.",Cologne [i.e. Paris?] : Chez Pierre Marteau,Internet Archive,2025-11-19T09:08:42.457778
McGillLibrary-osl_liber-moralitatum-elegantissimus-magnaurm_folioWZ230F225L1477-24947,Liber moralitatum elegantissimus magnaurm re naturalium Lumen animae dictus. : Cum septem apparitoribus necnon sanctorum docto[rum] orthodoxe fidei professorum. Poetarum etiam ac oratorum auctoritatibus per modu[m] pharatre s[ecundu]m ordinem alphabeti collectis feliciter incipit,"Farinator, Matthias, active 1477. https://id.oclc.org/worldcat/entity/E39PBJc3HyJ4XVXY94QXGtdhHC",1477-01-01T00:00:00Z,1477,Latin,[370] leaves ; 29 cm.,[Augsburg] : ... per me Anthonium Sorg ciuem Augusten. artis impressorie magistrum,Internet Archive,2025-11-19T09:08:43.731738
McGillLibrary-osl_de-sermonum-proprietate_folioWZ230H873s1467-24097,De sermonum proprietate,"Rabanus Maurus, Archbishop of Mainz, 784?-856",1467-01-01T00:00:00Z,1467,Latin,170 unnumbered leaves (first and last 2 blank) ; (fol.),[Strassburg] : ['R' Printer (Adolf Rusch)],Internet Archive,2025-11-19T09:08:43.731763
McGillLibrary-osl_de-visione-dei-etc_folioWZ230N6391500-24094,"De visione dei, etc","Nicholas, of Cusa, Cardinal, 1401-1464",1488-01-01T00:00:00Z,1488,Latin,170 leaves 24 cm,[Strassburg] [M. Flach],Internet Archive,2025-11-19T09:08:43.731773
McGillLibrary-osl_c-plynii-secvndi-natvralis-historiae_folioWZ230P728h1473-24052,C. Plynii secvndi Natvralis historiae liber primvs de his qvae singvlis libris continentvr incipit foeliciter,"Pliny, the Elder",1473-01-01T00:00:00Z,1473,Latin,[794] p. ; 40 cm. (fol.),[Rome : Conradus Sweynheym and Arnoldus Pannartz],Internet Archive,2025-11-19T09:08:43.731783
McGillLibrary-osl_incipit-prohemium-proprietatibus_folioWZ230B287p1482-24055,Incipit p[ro]hemium de p[ro]prietatibus reru[m] fratris Bartholomei A[n]glici de ordine fratrum minorum,"Bartholomaeus, Anglicus, active 13th century",1482-01-01T00:00:00Z,1482,Latin,[572] pages ; 30 cm (Folio),[Lyon] : [Nicolaus Philippi and Marcus Reinhart],Internet Archive,2025-11-19T09:08:43.731791
McGillLibrary-osl_theologia-naturalis-sive-liber-creaturarum_folioWZ230R2738t1496-23848,"Theologia naturalis, sive Liber creaturarum","Raymond, of Sabunde, -1436",1496-01-01T00:00:00Z,1496,Latin,"162 leaves in 2 columns, 1 leaf, blank, wanting. 29 cm","Strassburg (Argentine), Martinus Flach",Internet Archive,2025-11-19T09:08:43.731804
McGillLibrary-osl_libellus-de-egritudinibus-infantium_WZ230B1441472-1473-23851,Libellus de egritudinibus infantium,"Bagellardo, Paolo, -1492?",1472-01-01T00:00:00Z,1472,Latin,[40] leaves ; 19 cm. (4to),[Padua : Bartholomaeus de Valdezoccho and Martinus de Septem Arboribus],Internet Archive,2025-11-19T09:08:43.731812
McGillLibrary-osl_de-peste-de-venenis_folioWZ230G898p-23833,De peste. De venenis,"Guainerio, Antonio, -1440",1487-01-01T00:00:00Z,1487,Latin,43 unnumbl. leaves 28 cm (fol.),[Venice] [Reynaldus de Novimagio],Internet Archive,2025-11-19T09:08:43.731819
McGillLibrary-osl_ioannis-scoti-theologi-subtilissimi_folioWZ230D926s1472-23836,Ioannis Scoti theologi subtilissimi sup[er] p[ri]mu[m] sente[n]tia[rum],"Duns Scotus, John, approximately 1266-1308",1472-01-01T00:00:00Z,1472,Latin,224 unnumbered leaves (210 and 224 blank) ; 34 cm (fol.),[Venice] : Windelinu[m] Spirensem,Internet Archive,2025-11-19T09:08:43.731855
McGillLibrary-osl_corona-florida-medicinae_folioWZ230G289c1491-23823,"Corona florida medicinae, sive, De conservatione sanitatis","Gazio, Antonio, 1449-1528",1491-01-01T00:00:00Z,1491,Latin,1 volume ; 32 cm (fol.),"Venice : Joannes and Gregorius de Gregoriis, de Forlivio",Internet Archive,2025-11-19T09:08:43.731864
McGillLibrary-osl_ortus-sanitatis_folioO781497-23813,Hortus sanitatis. maior.,"Per Bernardinum Benalium et Joannem de Cereto de Tridino alias Tacuinum,",1511-01-01T00:00:00Z,1511,Latin,[367] leaves : illustrations (woodcuts) ; 32 cm,"Impressum Venetijs : Per Bernardinum Benalium et Joannem de Cereto de Tridino alias Tacuinum, 1511.",Internet Archive,2025-11-19T09:08:43.731879
McGillLibrary-osl_sphaerae-mundi_wz230s123s1490-23810,Sphaerae mundi,"Sacro Bosco, Joannes de, active 1230",1490-01-01T00:00:00Z,1490,Latin,"48 leaves : illustrations (woodcuts, some color) ; 22 cm",Venetiis : Mandato et expensis ... Octaviani Scoti,Internet Archive,2025-11-19T09:08:43.731895
McGillLibrary-osl_expositio-gentilis-de-fulgineo_folioWZ230A957e1478-23798,Expositio gentilis de fulgineo in tertium librum Canonis Avicennae ...,"Avicenna, 980-1037",1478-01-01T00:00:00Z,1478,Latin,286 leaves ; 42 cm,Pavia : Damianum de conphaloneriis de binascho,Internet Archive,2025-11-19T09:08:43.731903
McGillLibrary-osl_isidori-iunioris-hispalensis-episcopi_folioWZ230I81e1472-23777,Isidori Iunioris Hispalensis episcopi Ethimologiarum libri numero viginti finiunt foeliciter ..,"Isidore, of Seville, Saint, -636",1472-01-01T00:00:00Z,1472,Latin,"264 leaves : illustrations, map ; 31 cm",Augsburg : Günther Ziner,Internet Archive,2025-11-19T09:08:43.731936
McGillLibrary-osl_ad-sanctissimum_folioWZ230S211s1473-23780,Ad sanctissimu[m] & B. Patre[m] & D.D. Paulum ii. P.M. liber incipit dictus Speculum uit[a]e human[a]e ..,"Sánchez de Arévalo, Rodrigo, 1404-1470",1473-01-01T00:00:00Z,1473,Latin,[324] pages (last pages blank) 29 cm,"Impressus est ... Rom[a]e, in domo ... Ioha[n]nis Philippi de Lignami ...",Internet Archive,2025-11-19T09:08:43.731947
McGillLibrary-osl_de-officiis-paradoxa_folioWZ230C568o1480-23783,De officiis ; paradoxa ; de amicitia ... de senectute,"Cicero, Marcus Tullius",1480-01-01T00:00:00Z,1480,Latin,90 leaves ; 29 cm,Venetiis : Per philippum quondam petri veneti,Internet Archive,2025-11-19T09:08:43.731955
McGillLibrary-rbsc_hadriani-lunii-hornani_colgate6-P528J86H331588-23711,"Hadriani Iunii Hornani, medici, Batauia. : In qua præter gentis & insulæ antiquitatem, originem, decora, mores, aliaq́ue ad eam historiam pertinentia, declaratur quæ fuerit vetus Batauia, quæ Plinio, Tacito, & Ptolemæo cognita: quæ item genuina inclytæ Francorum nationis fuerit sedes","Junius, Hadrianus, 1511-1575, author",1588-01-01T00:00:00Z,1588,Latin,"[20], 411, [1] p. : illustrations (woodcuts) ; 23 cm (4to)","Lugduni Batuorum, : Ex officina Plantiniana, : Apud Franciscum Raphelengium.",Internet Archive,2025-11-19T09:08:43.731980
McGillLibrary-osl_album-amicorum-johannes-derramout_BibOsl7507-23678,Album amicorum of Johannes Derramout,"Derramout, Johannes.",1611-01-01T00:00:00Z,1611,Latin,"i, 190 leaves, bound : 2 color coats of arms",1611-1613.,Internet Archive,2025-11-19T09:08:43.732002
McGillLibrary-osl_mel-antidatos-ex-medicae-praxis_BibOsl7517-23604,Mel anti[d]atos [sic] ex medicae praxis floribus decerptum ab Iulio Hyeronymo Bandiera Med. Doct. Senen. Senis MDCXCI,"Bandiera, Giulio Girolamo",1691-01-01T00:00:00Z,1691,Latin,"249 leaves, bound",[approximately 1691],Internet Archive,2025-11-19T09:08:43.732052
ARes08409,Septimus tomus uitarum sanctorum patrum,"Lippomano, Luigi, 1500-1559",1558-01-01T00:00:00Z,1558,latin,"Más detalles Materia Santos Literatura latina -- Siglo 16 Editor Romae : Antonium Bladum impressorem Cam. Fecha de publicación 1558 Formato [20], 370 h.; 4o Fuente Catálogo de la biblioteca Identificador OCLC : (OCoLC)915375374 Nota de publicación Marca tip. en port. Lugar de impresión Italia Roma Nota de descripción física Sign.: *-2*8, 3*4, A-Z8, 2A-2Y8, 2Z10 SIGNATURA A Res. 08/4/09 Olim.: A 19/97. | Encuadernación: Perg. E.21.T.D. (En la tapa Catálogo Fama",Romae : Antonium Bladum impressorem Cam.,Internet Archive,2025-11-19T09:08:43.732073
McGillLibrary-osl_two-public-instruments-conservators-city-forum-livii_BibOsl7558-22857,"[Two public instruments of the Conservators of the city of Forum Livii (Forlì) in favour of the marquis Giacomo Zandemaria, papal governor of that city : i. Diploma conferring the rights of citizenship upon him and upon the family of Zandemaria, ii. Letters patent testifying to the good character of his governorship]",Producer not identified,1668-01-01T00:00:00Z,1668,Latin,"35 leaves : parchment, color illustrations, coat of arms",1668-1670.,Internet Archive,2025-11-19T09:08:43.732118
McGillLibrary-osl_ad-legem-secundam-codice-maleficis-mathematicis_BibOsl7631-22863,"Ad legem secundam codice de maleficis et mathematicis Iacobi Valerij I.C. et patritij Mediolanensis notae : de vanitate astrologorum, diuinatorum, vatum, augurum, haruspicum, hariolarum, Chaldaeorum, somniorum interpraetum, genethliacorum, et aliorum aeruscatorum, qui quaestus gratia sub nomine mathematicorum et astrologorum suas adumbrant ineptias","Valerius, Jacobus",1635-01-01T00:00:00Z,1635,Latin,"vii, 36 leaves, bound",1635.,Internet Archive,2025-11-19T09:08:43.732135
McGillLibrary-osl_joannis-baptistae-portae-neapolitani_BibOsl7618-22866,"Joannis Baptistae Portae, Neapolitani, de ea Naturalis physiognomiae parte que ad manuum lineas spectat libri duo","Porta, Giambattista della, approximately 1535-1615",1600-01-01T00:00:00Z,1600,Latin,"34 leaves, bound : vellum, illustrations, portrait",[approximately 1600],Internet Archive,2025-11-19T09:08:43.732145
McGillLibrary-osl_compendium-physicae-a-dom_BibOsl7536-22782,Compendium physicae a dom. Petro Cruuellio pastore et in Academia Montalbanensi phīe professore dictatum anno salutis 1654° ..,"Cruvel, Pierre, 1602-1658",1654-01-01T00:00:00Z,1654,Latin,"232 leaves, bound",1654.,Internet Archive,2025-11-19T09:08:43.732163
McGillLibrary-osl_commentarii-in-hippocratis-aphorismos-septem_BibOsl0174-22776,"Commentarii in Hippocratis Aphorismos septem sectionibus concinnatos, Samuelis Bave Coloniensis, medicinae candidatj anno 1624 : with Latin text of Aphorisms distinguished by larger writing",Hippocrates,1624-01-01T00:00:00Z,1624,Latin,"xiv, 422 pages, bound ; 16 cm",1624.,Internet Archive,2025-11-19T09:08:43.732180
McGillLibrary-osl_consilium-in-debilitate-digestiue-stomaci_BibOsl7555-22726,Consilium in debilitate digestiue stomaci ... pro spectato domino Johanne [Symonetta] de Calabria editum per ... magistrum Johannem Matheum de Ferrariis de Gradi,"Ferrari de Gradi, Giovanni Matteo, -1472",1470-01-01T00:00:00Z,1470,Latin,11 unnumbered leaves,[approximately 1470],Internet Archive,2025-11-19T09:08:43.732190
McGillLibrary-osl_an-indulgence-sir-george-sutton_BibOsl7527-22724,"[An indulgence from Sir George Sutton, knt., Master, and the brethren, of the Hospital of Burton Lazars in Leicestershire, to Margaret Bowis or Boys, written 10 July, 1497, together with later related documents]",Producer not identified,1497-01-01T00:00:00Z,1497,Latin,35 leaves,1497-[19--?],Internet Archive,2025-11-19T09:08:43.732211
McGillLibrary-osl_hippolytus-redivivus_BibOsl7573-22721,Hippolytus redivivus : id est remedium contemnendi sexum muliebrem,Producer not identified,1600-01-01T00:00:00Z,1600,Latin,"ii, 34 leaves",[16--],Internet Archive,2025-11-19T09:08:43.732258
McGillLibrary-osl_inquisicio-indentata-capta-apud-lycheffelde_BibOsl7535-22717,Inquisicio indentata capta apud Lycheffelde ... coram Ricardo Frythe vno coronatore domini Regis ... xxxvij⁰ die Nouembris anno regni Regis Henrici octaui quarto super visum corporis Henrici Irelande alias dicti Henrici Chambyr,Producer not identified,1512-01-01T00:00:00Z,1512,Latin,1 leaf : parchment,1512.,Internet Archive,2025-11-19T09:08:43.732329
